time,user_load,user_power,elec_price,pv_power
Day 8 18:10,0.78,0.56,0.35,0.68
Day 8 18:20,0.31,0.16,0.54,0.02
Day 8 18:30,0.06,0.43,0.58,0.12
Day 8 18:40,0.1,0.68,0.37,0.8
Day 8 18:50,0.51,0.45,0.4,0.75
Day 8 19:00,0.0,0.11,0.38,0.04
Day 8 19:10,0.92,0.91,0.44,0.37
Day 8 19:20,0.93,0.29,0.53,0.28
Day 8 19:30,0.82,0.75,0.46,0.76
Day 8 19:40,0.7,0.65,0.63,0.98
Day 8 19:50,0.67,0.14,0.64,0.22
Day 8 20:00,0.94,0.57,0.32,0.03
Day 8 20:10,0.66,0.71,0.34,0.96
Day 8 20:20,0.32,0.94,0.3,0.51
Day 8 20:30,0.61,0.84,0.46,0.61
Day 8 20:40,0.67,0.89,0.57,0.28
Day 8 20:50,0.08,0.78,0.68,0.19
Day 8 21:00,0.03,0.82,0.69,0.91
Day 8 21:10,0.15,0.06,0.4,0.61
Day 8 21:20,0.03,0.36,0.36,0.85
Day 8 21:30,0.06,0.08,0.56,0.04
Day 8 21:40,0.74,0.85,0.35,0.8
Day 8 21:50,0.81,0.15,0.67,0.56
Day 8 22:00,0.26,0.82,0.4,0.2
Day 8 22:10,0.6,0.07,0.64,0.39
Day 8 22:20,0.0,0.34,0.61,0.29
Day 8 22:30,0.45,0.82,0.35,0.87
Day 8 22:40,0.18,0.64,0.36,0.7
Day 8 22:50,0.26,0.33,0.53,0.36
Day 8 23:00,0.72,0.35,0.37,0.75
Day 8 23:10,0.03,0.22,0.68,0.41
Day 8 23:20,0.62,0.13,0.43,0.63
Day 8 23:30,0.33,0.36,0.52,0.69
Day 8 23:40,0.85,0.24,0.53,0.12
Day 8 23:50,0.98,0.94,0.5,0.97
Day 9 00:00,0.36,0.6,0.37,0.31
Day 9 00:10,0.59,0.2,0.69,0.37
Day 9 00:20,0.68,0.29,0.52,0.81
Day 9 00:30,0.04,0.26,0.6,0.09
Day 9 00:40,0.09,0.58,0.51,0.03
Day 9 00:50,0.4,0.13,0.6,0.1
Day 9 01:00,0.87,0.38,0.54,0.58
Day 9 01:10,0.92,0.94,0.58,0.61
Day 9 01:20,0.35,0.14,0.31,0.34
Day 9 01:30,0.94,0.58,0.54,0.94
Day 9 01:40,0.64,0.36,0.51,0.61
Day 9 01:50,0.83,0.61,0.5,0.21
Day 9 02:00,0.31,0.22,0.66,0.29
Day 9 02:10,0.46,0.87,0.33,0.86
Day 9 02:20,0.18,0.05,0.39,0.64
Day 9 02:30,0.45,0.58,0.43,0.78
Day 9 02:40,0.43,0.11,0.57,0.82
Day 9 02:50,0.28,0.76,0.54,0.07
Day 9 03:00,0.2,0.37,0.6,0.64
Day 9 03:10,0.23,0.72,0.58,0.2
Day 9 03:20,0.08,0.52,0.64,0.68
Day 9 03:30,0.78,0.95,0.42,0.29
Day 9 03:40,0.83,0.65,0.5,0.62
Day 9 03:50,0.87,0.77,0.65,0.74
Day 9 04:00,0.13,0.47,0.45,0.57
Day 9 04:10,0.35,0.63,0.69,0.89
Day 9 04:20,0.15,0.68,0.67,0.45
Day 9 04:30,0.13,0.56,0.53,0.97
Day 9 04:40,0.61,0.26,0.48,0.17
Day 9 04:50,0.82,0.93,0.45,0.22
Day 9 05:00,0.47,0.78,0.57,0.6
Day 9 05:10,0.75,0.9,0.57,0.19
Day 9 05:20,0.62,0.95,0.53,0.54
Day 9 05:30,0.83,0.8,0.57,0.31
Day 9 05:40,0.63,0.69,0.49,0.05
Day 9 05:50,0.89,0.49,0.43,0.45
Day 9 06:00,0.79,0.91,0.52,0.36
Day 9 06:10,0.48,0.65,0.44,0.91
Day 9 06:20,0.09,0.04,0.4,0.71
Day 9 06:30,0.18,0.09,0.4,0.93
Day 9 06:40,0.72,0.54,0.5,0.26
Day 9 06:50,0.94,0.09,0.5,0.8
Day 9 07:00,0.43,0.53,0.7,0.1
Day 9 07:10,0.83,0.28,0.67,0.84
Day 9 07:20,0.65,0.21,0.43,0.18
Day 9 07:30,0.02,0.38,0.47,0.12
Day 9 07:40,0.63,0.27,0.38,0.28
Day 9 07:50,0.89,0.64,0.52,0.93
Day 9 08:00,0.0,0.13,0.45,0.36
Day 9 08:10,0.96,0.25,0.44,0.47
Day 9 08:20,0.89,0.26,0.58,0.16
Day 9 08:30,0.62,0.9,0.39,0.14
Day 9 08:40,0.59,0.44,0.39,0.76
Day 9 08:50,0.23,0.14,0.49,0.49
Day 9 09:00,0.82,0.21,0.68,0.51
Day 9 09:10,0.88,0.97,0.5,0.8
Day 9 09:20,0.58,0.96,0.35,0.66
Day 9 09:30,0.03,0.2,0.43,0.76
Day 9 09:40,0.97,0.55,0.48,0.15
Day 9 09:50,0.42,0.96,0.34,0.35
Day 9 10:00,0.38,0.76,0.53,0.86
Day 9 10:10,0.3,0.4,0.6,0.08
Day 9 10:20,0.85,0.53,0.31,0.04
Day 9 10:30,0.04,0.47,0.39,0.5
Day 9 10:40,0.17,0.77,0.46,0.12
Day 9 10:50,0.99,0.26,0.58,0.03
Day 9 11:00,0.8,0.92,0.64,0.55
Day 9 11:10,0.38,0.29,0.33,0.26
Day 9 11:20,0.63,0.52,0.38,0.8
Day 9 11:30,0.93,0.82,0.45,0.45
Day 9 11:40,0.89,0.99,0.68,0.74
Day 9 11:50,0.8,0.31,0.56,0.23
Day 9 12:00,0.99,0.16,0.41,0.6
Day 9 12:10,0.97,0.43,0.45,0.62
Day 9 12:20,0.44,0.59,0.58,0.65
Day 9 12:30,0.25,0.26,0.41,0.94
Day 9 12:40,0.37,0.16,0.44,0.4
Day 9 12:50,0.4,0.65,0.37,0.29
Day 9 13:00,0.44,0.32,0.41,0.49
Day 9 13:10,0.39,0.31,0.39,0.54
Day 9 13:20,0.33,0.61,0.7,0.71
Day 9 13:30,0.2,0.18,0.62,0.4
Day 9 13:40,0.1,0.96,0.67,0.26
Day 9 13:50,0.26,0.74,0.4,0.9
Day 9 14:00,0.2,0.78,0.4,0.26
Day 9 14:10,0.11,0.11,0.53,0.29
Day 9 14:20,0.29,0.95,0.59,0.3
Day 9 14:30,0.81,0.47,0.66,0.82
Day 9 14:40,0.62,0.31,0.63,0.65
Day 9 14:50,0.69,0.38,0.38,0.93
Day 9 15:00,0.07,0.48,0.53,0.71
Day 9 15:10,0.76,0.95,0.38,0.34
Day 9 15:20,0.49,0.79,0.68,0.6
Day 9 15:30,0.54,0.71,0.67,0.44
Day 9 15:40,0.86,0.81,0.47,0.24
Day 9 15:50,0.95,0.2,0.52,0.04
Day 9 16:00,0.39,0.21,0.41,0.61
Day 9 16:10,0.41,0.26,0.46,0.53
Day 9 16:20,0.55,0.44,0.67,0.65
Day 9 16:30,0.34,0.78,0.46,0.27
Day 9 16:40,0.34,0.44,0.34,0.26
Day 9 16:50,0.46,0.41,0.47,0.19
Day 9 17:00,0.99,0.8,0.68,0.21
Day 9 17:10,0.11,0.42,0.67,0.5
Day 9 17:20,0.17,0.42,0.6,0.69
Day 9 17:30,0.94,0.93,0.44,0.26
Day 9 17:40,0.45,0.62,0.43,0.57
Day 9 17:50,0.37,0.97,0.54,0.46
Day 9 18:00,0.03,0.24,0.35,0.26
Day 9 18:10,0.27,0.87,0.34,0.34
Day 9 18:20,0.17,0.32,0.42,0.0
Day 9 18:30,0.41,0.05,0.58,0.22
Day 9 18:40,0.07,0.97,0.43,0.35
Day 9 18:50,0.49,0.64,0.46,0.44
Day 9 19:00,0.28,0.95,0.53,0.57
Day 9 19:10,0.63,0.81,0.48,0.29
Day 9 19:20,0.04,0.82,0.65,0.45
Day 9 19:30,0.68,0.28,0.57,0.41
Day 9 19:40,0.43,0.81,0.56,0.29
Day 9 19:50,0.31,0.07,0.46,0.51
Day 9 20:00,0.17,0.34,0.52,0.32
Day 9 20:10,0.41,0.88,0.48,0.57
Day 9 20:20,0.15,0.42,0.52,0.15
Day 9 20:30,0.42,0.75,0.53,0.32
Day 9 20:40,0.46,0.85,0.36,0.58
Day 9 20:50,0.34,0.16,0.64,0.58
Day 9 21:00,0.27,0.2,0.32,0.05
Day 9 21:10,0.54,0.7,0.36,0.94
Day 9 21:20,0.51,0.12,0.31,0.15
Day 9 21:30,0.41,0.25,0.64,0.69
Day 9 21:40,0.14,0.48,0.34,0.39
Day 9 21:50,0.83,0.89,0.42,0.89
Day 9 22:00,0.01,0.04,0.67,0.43
Day 9 22:10,0.52,0.99,0.69,0.69
Day 9 22:20,0.34,0.92,0.56,0.99
Day 9 22:30,0.14,0.51,0.38,0.42
Day 9 22:40,0.34,0.14,0.5,0.68
Day 9 22:50,0.43,0.8,0.63,0.76
Day 9 23:00,0.7,0.6,0.35,0.25
Day 9 23:10,0.35,0.08,0.53,0.66
Day 9 23:20,0.57,0.62,0.35,0.22
Day 9 23:30,0.55,0.13,0.56,0.83
Day 9 23:40,0.53,0.27,0.39,0.76
Day 9 23:50,0.43,0.14,0.38,0.18
Day 10 00:00,0.65,0.15,0.31,0.74
Day 10 00:10,0.96,0.35,0.31,0.21
Day 10 00:20,0.22,0.18,0.59,0.33
Day 10 00:30,0.56,0.16,0.56,0.73
Day 10 00:40,0.68,0.45,0.64,0.93
Day 10 00:50,0.66,0.46,0.68,0.92
Day 10 01:00,0.74,0.82,0.61,0.15
Day 10 01:10,0.22,0.2,0.56,0.4
Day 10 01:20,0.13,0.6,0.53,0.13
Day 10 01:30,0.95,0.24,0.58,0.35
Day 10 01:40,0.83,0.51,0.59,0.06
Day 10 01:50,0.96,0.64,0.48,0.09
Day 10 02:00,0.23,0.15,0.44,0.72
Day 10 02:10,0.62,0.45,0.56,0.05
Day 10 02:20,0.97,0.59,0.48,0.71
Day 10 02:30,0.99,0.03,0.35,0.9
Day 10 02:40,0.77,0.76,0.34,0.95
Day 10 02:50,0.66,0.99,0.68,0.69
Day 10 03:00,0.6,0.89,0.38,0.03
Day 10 03:10,0.35,0.7,0.62,0.4
Day 10 03:20,0.21,0.21,0.52,0.57
Day 10 03:30,0.25,0.44,0.55,0.7
Day 10 03:40,0.45,0.13,0.56,0.97
Day 10 03:50,0.93,0.4,0.58,0.01
Day 10 04:00,0.41,0.6,0.63,0.86
Day 10 04:10,0.87,0.86,0.57,0.72
Day 10 04:20,0.59,0.79,0.48,0.69
Day 10 04:30,0.64,0.69,0.3,0.09
Day 10 04:40,0.42,0.5,0.65,0.44
Day 10 04:50,0.99,0.15,0.52,0.76
Day 10 05:00,0.8,0.4,0.68,0.67
Day 10 05:10,0.6,0.12,0.35,0.49
Day 10 05:20,0.7,0.09,0.49,0.21
Day 10 05:30,0.04,0.37,0.61,0.01
Day 10 05:40,0.8,0.74,0.65,0.26
Day 10 05:50,0.72,0.21,0.47,0.89
Day 10 06:00,0.21,0.62,0.67,0.73
Day 10 06:10,0.13,0.98,0.57,0.98
Day 10 06:20,0.79,0.31,0.45,0.1
Day 10 06:30,0.36,0.38,0.32,0.42
Day 10 06:40,0.35,0.18,0.35,0.73
Day 10 06:50,0.73,0.62,0.36,0.16
Day 10 07:00,0.24,0.69,0.5,0.27
Day 10 07:10,0.46,0.88,0.63,0.87
Day 10 07:20,0.43,0.08,0.56,0.2
Day 10 07:30,0.17,0.62,0.49,0.12
Day 10 07:40,0.29,0.37,0.53,0.41
Day 10 07:50,0.74,0.43,0.32,0.43
Day 10 08:00,0.75,0.02,0.38,0.51
Day 10 08:10,0.98,0.87,0.43,0.87
Day 10 08:20,0.07,0.76,0.47,0.19
Day 10 08:30,0.46,0.3,0.54,0.57
Day 10 08:40,0.96,0.78,0.37,0.07
Day 10 08:50,0.18,0.66,0.39,0.1
Day 10 09:00,0.26,0.59,0.39,0.45
Day 10 09:10,0.92,0.58,0.69,0.24
Day 10 09:20,0.42,0.02,0.48,0.52
Day 10 09:30,0.29,0.47,0.46,0.6
Day 10 09:40,0.64,0.66,0.47,0.97
Day 10 09:50,0.64,0.06,0.67,0.98
Day 10 10:00,0.09,0.38,0.46,0.99
Day 10 10:10,0.11,0.66,0.62,0.29
Day 10 10:20,0.67,0.9,0.33,0.61
Day 10 10:30,0.15,0.56,0.34,0.8
Day 10 10:40,0.13,0.42,0.35,0.02
Day 10 10:50,0.45,0.19,0.6,0.66
Day 10 11:00,0.42,0.75,0.62,0.16
Day 10 11:10,0.06,0.25,0.33,0.91
Day 10 11:20,0.24,0.61,0.53,0.02
Day 10 11:30,0.7,0.4,0.59,0.72
Day 10 11:40,0.81,0.17,0.57,0.99
Day 10 11:50,0.42,0.79,0.57,0.19
Day 10 12:00,0.26,0.64,0.56,0.3
Day 10 12:10,0.96,0.12,0.52,0.31
Day 10 12:20,0.66,0.95,0.51,0.91
Day 10 12:30,0.68,0.1,0.49,0.43
Day 10 12:40,0.64,0.69,0.54,0.4
Day 10 12:50,0.48,0.81,0.34,0.26
Day 10 13:00,0.14,0.39,0.4,0.56
Day 10 13:10,0.21,0.55,0.36,0.34
Day 10 13:20,0.49,0.37,0.55,0.52
Day 10 13:30,0.31,0.47,0.51,0.27
Day 10 13:40,0.47,0.96,0.39,0.56
Day 10 13:50,0.78,0.84,0.42,0.46
Day 10 14:00,0.91,0.2,0.59,0.4
Day 10 14:10,0.07,0.56,0.31,0.87
Day 10 14:20,0.34,0.42,0.69,0.13
Day 10 14:30,0.72,0.0,0.3,0.7
Day 10 14:40,0.61,0.65,0.55,0.54
Day 10 14:50,0.27,0.12,0.46,0.26
Day 10 15:00,0.57,0.73,0.4,0.93
Day 10 15:10,0.73,0.41,0.33,0.22
Day 10 15:20,0.16,0.61,0.5,0.17
Day 10 15:30,0.83,0.82,0.59,0.39
Day 10 15:40,0.23,0.08,0.52,0.96
Day 10 15:50,0.8,0.98,0.34,0.09
Day 10 16:00,0.27,0.41,0.42,0.57
Day 10 16:10,0.45,0.42,0.65,0.16
Day 10 16:20,0.51,0.71,0.52,0.87
Day 10 16:30,0.98,0.39,0.6,0.72
Day 10 16:40,0.34,0.29,0.49,0.58
Day 10 16:50,0.25,0.23,0.47,0.42
Day 10 17:00,0.3,0.73,0.36,0.54
Day 10 17:10,0.62,0.43,0.67,0.75
Day 10 17:20,0.64,0.1,0.56,0.06
Day 10 17:30,0.8,0.01,0.31,0.9
Day 10 17:40,0.8,0.07,0.31,0.18
Day 10 17:50,0.87,0.65,0.32,0.75
Day 10 18:00,0.05,0.74,0.65,1.0
Day 10 18:10,0.58,0.62,0.33,0.5
Day 10 18:20,0.61,0.92,0.59,0.15
Day 10 18:30,0.01,0.55,0.67,0.07
Day 10 18:40,0.37,0.21,0.47,0.58
Day 10 18:50,0.59,0.9,0.44,0.75
Day 10 19:00,0.65,0.81,0.43,0.86
Day 10 19:10,0.28,0.64,0.34,0.68
Day 10 19:20,0.88,0.8,0.66,0.82
Day 10 19:30,0.51,0.74,0.68,0.53
Day 10 19:40,0.74,0.75,0.67,0.14
Day 10 19:50,0.93,0.24,0.31,0.91
Day 10 20:00,0.56,0.16,0.69,0.81
Day 10 20:10,0.19,0.67,0.39,0.4
Day 10 20:20,0.1,0.48,0.39,0.24
Day 10 20:30,0.41,0.72,0.43,0.32
Day 10 20:40,0.63,0.21,0.52,0.13
Day 10 20:50,0.15,0.8,0.4,0.87
Day 10 21:00,0.61,0.68,0.41,0.48
Day 10 21:10,0.82,0.74,0.46,0.52
Day 10 21:20,0.92,0.03,0.61,0.33
Day 10 21:30,0.37,0.27,0.34,0.81
Day 10 21:40,0.94,0.7,0.68,0.25
Day 10 21:50,0.21,0.33,0.48,0.67
Day 10 22:00,0.03,0.2,0.56,0.4
Day 10 22:10,0.29,0.25,0.66,0.33
Day 10 22:20,1.0,0.28,0.7,0.79
Day 10 22:30,0.44,0.63,0.69,0.25
Day 10 22:40,0.48,0.74,0.46,0.4
Day 10 22:50,0.08,0.91,0.47,0.82
Day 10 23:00,0.08,0.85,0.4,0.97
Day 10 23:10,0.05,0.77,0.35,0.84
Day 10 23:20,0.35,0.98,0.48,0.13
Day 10 23:30,0.03,0.23,0.65,0.7
Day 10 23:40,0.16,0.31,0.32,0.9
Day 10 23:50,0.7,0.16,0.61,0.82
Day 11 00:00,0.81,0.93,0.42,0.91
Day 11 00:10,0.84,0.41,0.53,0.84
Day 11 00:20,0.06,0.44,0.62,0.92
Day 11 00:30,0.21,0.74,0.6,0.31
Day 11 00:40,0.2,0.17,0.42,0.97
Day 11 00:50,0.36,0.36,0.32,0.19
Day 11 01:00,0.23,0.87,0.34,0.27
Day 11 01:10,0.88,0.04,0.68,0.62
Day 11 01:20,0.09,0.95,0.35,0.02
Day 11 01:30,0.44,0.84,0.68,0.8
Day 11 01:40,0.5,0.71,0.43,0.88
Day 11 01:50,0.24,0.71,0.63,0.19
Day 11 02:00,0.25,0.11,0.44,0.63
Day 11 02:10,0.84,0.3,0.52,0.34
Day 11 02:20,0.32,0.6,0.39,0.55
Day 11 02:30,0.7,0.49,0.42,0.9
Day 11 02:40,0.9,0.72,0.48,0.13
Day 11 02:50,0.12,0.18,0.5,0.04
Day 11 03:00,0.25,0.06,0.35,0.6
Day 11 03:10,0.37,0.97,0.31,0.24
Day 11 03:20,0.77,0.25,0.37,0.3
Day 11 03:30,0.71,0.09,0.54,0.8
Day 11 03:40,0.71,0.63,0.35,0.05
Day 11 03:50,0.66,0.2,0.51,0.26
Day 11 04:00,0.01,0.88,0.33,0.43
Day 11 04:10,0.32,0.32,0.31,0.51
Day 11 04:20,0.24,0.33,0.7,0.93
Day 11 04:30,0.64,0.0,0.38,0.2
Day 11 04:40,0.39,0.01,0.52,0.68
Day 11 04:50,0.47,0.01,0.61,0.43
Day 11 05:00,0.09,0.64,0.65,0.8
Day 11 05:10,0.3,0.65,0.57,0.9
Day 11 05:20,0.05,0.51,0.67,0.77
Day 11 05:30,0.41,0.98,0.62,0.41
Day 11 05:40,0.04,0.07,0.69,0.75
Day 11 05:50,0.04,0.91,0.44,0.71
Day 11 06:00,0.93,0.46,0.61,0.45
Day 11 06:10,0.02,0.56,0.58,0.02
Day 11 06:20,0.63,0.54,0.6,0.89
Day 11 06:30,0.14,0.09,0.53,0.9
Day 11 06:40,0.12,0.42,0.4,0.54
Day 11 06:50,0.24,0.83,0.58,0.12
Day 11 07:00,0.97,0.12,0.52,0.94
Day 11 07:10,0.41,0.94,0.43,0.61
Day 11 07:20,0.25,0.38,0.54,0.86
Day 11 07:30,0.99,0.55,0.66,0.69
Day 11 07:40,0.78,0.41,0.57,0.9
Day 11 07:50,1.0,0.98,0.42,0.71
Day 11 08:00,0.36,0.74,0.38,0.99
Day 11 08:10,0.46,0.53,0.66,0.65
Day 11 08:20,0.74,0.38,0.31,0.77
Day 11 08:30,0.35,0.65,0.61,0.8
Day 11 08:40,0.14,0.29,0.63,0.4
Day 11 08:50,0.42,0.92,0.56,0.29
Day 11 09:00,0.75,0.06,0.37,0.71
Day 11 09:10,0.73,0.85,0.57,0.56
Day 11 09:20,0.2,0.96,0.42,0.57
Day 11 09:30,0.15,0.73,0.52,0.06
Day 11 09:40,0.61,0.79,0.61,0.61
Day 11 09:50,0.47,0.27,0.44,0.34
Day 11 10:00,0.9,0.19,0.47,0.74
Day 11 10:10,0.53,0.4,0.36,0.84
Day 11 10:20,0.42,0.07,0.54,0.99
Day 11 10:30,0.15,0.29,0.64,0.7
Day 11 10:40,0.98,0.1,0.42,0.59
Day 11 10:50,0.07,0.96,0.51,0.25
Day 11 11:00,0.34,0.8,0.69,0.06
Day 11 11:10,0.71,0.61,0.31,0.42
Day 11 11:20,0.49,0.33,0.52,0.77
Day 11 11:30,0.13,0.19,0.69,0.94
Day 11 11:40,1.0,0.5,0.59,0.13
Day 11 11:50,0.2,0.44,0.59,0.82
Day 11 12:00,0.76,0.95,0.41,0.04
Day 11 12:10,0.13,0.76,0.48,0.21
Day 11 12:20,0.21,0.41,0.55,0.89
Day 11 12:30,0.83,0.88,0.42,0.38
Day 11 12:40,0.52,0.49,0.47,0.16
Day 11 12:50,0.27,0.99,0.39,0.57
Day 11 13:00,0.72,0.13,0.63,0.6
Day 11 13:10,0.49,1.0,0.44,0.85
Day 11 13:20,0.37,0.39,0.37,0.45
Day 11 13:30,0.22,0.91,0.61,0.72
Day 11 13:40,0.36,0.19,0.54,0.45
Day 11 13:50,0.18,0.55,0.62,0.78
Day 11 14:00,0.67,0.91,0.34,0.61
Day 11 14:10,0.13,0.86,0.51,0.54
Day 11 14:20,0.2,0.4,0.62,0.04
Day 11 14:30,0.02,0.02,0.7,0.88
Day 11 14:40,0.51,0.6,0.31,0.48
Day 11 14:50,0.54,0.3,0.47,0.43
Day 11 15:00,0.33,0.22,0.51,0.2
Day 11 15:10,0.06,0.13,0.7,0.39
Day 11 15:20,0.57,0.49,0.55,0.07
Day 11 15:30,0.65,0.45,0.58,0.94
Day 11 15:40,0.6,0.83,0.4,0.92
Day 11 15:50,0.62,0.92,0.46,0.98
Day 11 16:00,0.0,0.8,0.63,0.87
Day 11 16:10,0.25,0.89,0.5,0.93
Day 11 16:20,0.2,0.12,0.52,0.23
Day 11 16:30,0.9,0.96,0.49,0.25
Day 11 16:40,0.17,0.88,0.59,0.45
Day 11 16:50,0.55,0.25,0.44,0.56
Day 11 17:00,0.26,0.6,0.67,0.39
Day 11 17:10,0.86,0.78,0.4,0.08
Day 11 17:20,0.07,0.58,0.44,0.77
Day 11 17:30,0.33,0.35,0.37,0.33
Day 11 17:40,0.52,0.56,0.42,0.68
Day 11 17:50,0.93,0.22,0.57,0.05
Day 11 18:00,0.56,0.08,0.38,0.32
Day 11 18:10,0.43,0.73,0.46,0.51
Day 11 18:20,0.62,0.33,0.39,0.56
Day 11 18:30,0.36,0.86,0.53,0.03
Day 11 18:40,0.01,0.78,0.62,0.93
Day 11 18:50,0.28,0.21,0.63,0.51
Day 11 19:00,0.15,0.21,0.35,0.78
Day 11 19:10,0.95,0.6,0.51,0.73
Day 11 19:20,0.34,0.59,0.32,0.91
Day 11 19:30,0.79,0.81,0.34,0.9
Day 11 19:40,0.87,0.67,0.51,0.89
Day 11 19:50,0.82,0.74,0.53,0.26
Day 11 20:00,0.93,0.63,0.36,0.91
Day 11 20:10,0.16,0.98,0.69,0.59
Day 11 20:20,0.26,0.09,0.48,0.26
Day 11 20:30,0.26,0.58,0.49,0.41
Day 11 20:40,0.18,0.89,0.54,0.07
Day 11 20:50,0.12,0.52,0.62,0.28
Day 11 21:00,0.5,0.09,0.68,0.48
Day 11 21:10,0.06,0.5,0.69,0.05
Day 11 21:20,0.19,0.6,0.57,0.11
Day 11 21:30,0.14,0.91,0.61,0.62
Day 11 21:40,0.88,0.43,0.4,0.16
Day 11 21:50,0.47,0.15,0.38,0.33
Day 11 22:00,0.57,0.3,0.35,0.56
Day 11 22:10,0.85,0.1,0.62,0.42
Day 11 22:20,0.82,0.01,0.42,1.0
Day 11 22:30,0.64,0.64,0.67,0.18
Day 11 22:40,0.98,0.34,0.43,0.62
Day 11 22:50,0.33,0.27,0.3,0.94
Day 11 23:00,0.06,0.81,0.53,0.39
Day 11 23:10,0.12,0.69,0.37,0.02
Day 11 23:20,0.17,0.96,0.51,0.83
Day 11 23:30,0.03,0.95,0.6,0.67
Day 11 23:40,0.41,0.03,0.43,0.55
Day 11 23:50,0.31,0.55,0.4,0.21
Day 12 00:00,0.5,0.56,0.59,0.42
Day 12 00:10,0.21,0.85,0.59,0.12
Day 12 00:20,0.76,0.07,0.41,0.62
Day 12 00:30,0.85,0.96,0.37,0.73
Day 12 00:40,0.35,0.19,0.52,1.0
Day 12 00:50,0.78,0.18,0.42,0.74
Day 12 01:00,0.93,0.22,0.65,0.47
Day 12 01:10,0.12,0.81,0.3,0.03
Day 12 01:20,0.79,0.92,0.32,0.1
Day 12 01:30,0.15,0.92,0.51,0.79
Day 12 01:40,0.11,0.89,0.56,0.62
Day 12 01:50,0.69,0.58,0.33,0.53
Day 12 02:00,0.89,0.13,0.63,0.99
Day 12 02:10,0.31,0.8,0.63,0.27
Day 12 02:20,0.78,0.65,0.39,0.41
Day 12 02:30,0.69,0.65,0.5,0.12
Day 12 02:40,0.79,0.79,0.5,0.86
Day 12 02:50,0.07,0.69,0.53,0.93
Day 12 03:00,0.23,0.25,0.42,0.38
Day 12 03:10,0.7,0.69,0.49,0.82
Day 12 03:20,0.95,0.49,0.63,0.22
Day 12 03:30,0.81,0.11,0.57,0.66
Day 12 03:40,0.12,0.21,0.44,0.9
Day 12 03:50,0.63,0.24,0.67,0.52
Day 12 04:00,0.01,0.29,0.5,0.45
Day 12 04:10,0.99,0.43,0.37,0.35
Day 12 04:20,0.23,0.36,0.32,0.36
Day 12 04:30,0.32,0.7,0.58,0.57
Day 12 04:40,0.81,0.16,0.7,0.47
Day 12 04:50,0.18,0.39,0.46,0.3
Day 12 05:00,0.31,0.26,0.67,0.97
Day 12 05:10,0.84,0.94,0.55,0.1
Day 12 05:20,0.55,0.06,0.49,0.18
Day 12 05:30,0.87,0.07,0.34,0.71
Day 12 05:40,0.67,0.44,0.38,0.1
Day 12 05:50,0.98,0.36,0.4,0.41
Day 12 06:00,0.79,0.27,0.65,0.28
Day 12 06:10,0.3,0.44,0.42,0.52
Day 12 06:20,0.89,0.29,0.58,0.34
Day 12 06:30,0.78,0.37,0.4,0.21
Day 12 06:40,0.26,0.6,0.46,0.68
Day 12 06:50,0.71,0.12,0.43,0.02
Day 12 07:00,0.48,0.09,0.67,0.47
Day 12 07:10,0.45,0.93,0.7,0.13
Day 12 07:20,0.95,0.46,0.35,0.88
Day 12 07:30,0.26,0.27,0.55,0.67
Day 12 07:40,0.96,0.07,0.52,0.73
Day 12 07:50,0.67,0.84,0.34,0.25
Day 12 08:00,0.63,0.76,0.33,0.94
Day 12 08:10,0.34,0.94,0.41,0.47
Day 12 08:20,0.86,0.92,0.54,0.6
Day 12 08:30,0.36,0.79,0.63,0.29
Day 12 08:40,0.2,0.17,0.42,0.5
Day 12 08:50,0.92,0.66,0.34,0.51
Day 12 09:00,0.77,0.75,0.37,0.09
Day 12 09:10,0.8,0.93,0.51,0.12
Day 12 09:20,0.43,0.39,0.56,0.11
Day 12 09:30,0.8,0.36,0.68,0.77
Day 12 09:40,0.57,0.68,0.64,0.62
Day 12 09:50,0.58,0.88,0.3,0.1
Day 12 10:00,0.35,0.58,0.34,0.68
Day 12 10:10,0.96,0.88,0.47,0.41
Day 12 10:20,0.35,0.81,0.6,1.0
Day 12 10:30,0.31,0.77,0.64,0.74
Day 12 10:40,0.01,0.25,0.54,0.4
Day 12 10:50,0.03,0.06,0.36,0.65
Day 12 11:00,0.77,0.76,0.69,0.21
Day 12 11:10,0.11,0.34,0.46,0.14
Day 12 11:20,0.88,0.7,0.38,0.24
Day 12 11:30,0.91,0.93,0.32,0.11
Day 12 11:40,0.66,0.34,0.48,0.31
Day 12 11:50,0.06,0.62,0.37,0.23
Day 12 12:00,0.3,0.98,0.67,0.46
Day 12 12:10,0.33,0.23,0.56,0.56
Day 12 12:20,0.39,0.6,0.33,0.6
Day 12 12:30,0.44,0.43,0.38,0.14
Day 12 12:40,0.47,0.28,0.3,0.51
Day 12 12:50,0.79,0.8,0.38,0.96
Day 12 13:00,0.69,0.76,0.49,0.93
Day 12 13:10,0.8,0.78,0.32,0.38
Day 12 13:20,0.37,0.19,0.68,0.05
Day 12 13:30,0.74,0.67,0.34,0.22
Day 12 13:40,0.47,0.5,0.52,0.71
Day 12 13:50,0.37,0.92,0.58,0.07
Day 12 14:00,0.75,0.88,0.3,0.67
Day 12 14:10,0.33,0.97,0.33,0.24
Day 12 14:20,0.56,0.55,0.39,0.77
Day 12 14:30,0.52,0.25,0.49,0.25
Day 12 14:40,0.82,0.98,0.52,0.36
Day 12 14:50,0.34,0.72,0.67,0.35
Day 12 15:00,0.31,0.37,0.64,0.1
Day 12 15:10,0.16,0.92,0.55,0.22
